OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
60,2,11,63.258598588937858,18,-123.781720581999991,39.512323727000080,-123.781370667999965,39.512824900000055,28.404578562115834
61,2,12,65.760492187289032,19,-123.781720581999991,39.512323727000080,-123.781308273999969,39.512822553000035,32.628622980156791
62,2,19,73.726988616362888,20,-123.781720581999991,39.512323727000080,-123.781141536999939,39.512813424000058,42.486575235731110
63,2,34,79.596664110701198,21,-123.781720581999991,39.512323727000080,-123.781512799999973,39.513022352000064,12.972926767342233
64,2,32,81.244615642067998,22,-123.781720581999991,39.512323727000080,-123.781330648999983,39.512990254000044,24.377324535470976
65,2,20,83.870226231043887,23,-123.781720581999991,39.512323727000080,-123.781049416999963,39.512871803000053,43.486903721953041
66,2,33,84.195584442381133,24,-123.781720581999991,39.512323727000080,-123.781267862999982,39.512996127000065,27.542558115899435
67,2,35,85.095019596587676,25,-123.781720581999991,39.512323727000080,-123.781363099999965,39.513038408000057,21.178374454531749
68,2,31,92.679413587368003,26,-123.781720581999991,39.512323727000080,-123.781206026999939,39.513057192000076,28.519388117231340
69,2,30,93.015662576195453,27,-123.781720581999991,39.512323727000080,-123.781276195999965,39.513087538000036,24.258582717626901
70,2,36,94.687265623389450,28,-123.781720581999991,39.512323727000080,-123.781479998999941,39.513155963000031,12.621130294130179
71,2,37,98.740621432821200,29,-123.781720581999991,39.512323727000080,-123.781690982999976,39.513212784000075,1.477188413193189
72,2,38,99.788061156910800,30,-123.781720581999991,39.512323727000080,-123.781595969999955,39.513217316000066,6.164901840524478
73,2,29,108.220841230522609,31,-123.781720581999991,39.512323727000080,-123.781117382999980,39.513179192000052,28.641599727545259
74,2,39,109.168805283276555,32,-123.781720581999991,39.512323727000080,-123.781566280999982,39.513299715000073,6.981543993726292
75,2,40,114.428590345587381,33,-123.781720581999991,39.512323727000080,-123.781409172999986,39.513325757000075,13.534716347995309
76,2,23,126.677753460657343,34,-123.781720581999991,39.512323727000080,-123.781002124999986,39.513319792000061,29.191803599906379
77,2,24,126.696917182888086,35,-123.781720581999991,39.512323727000080,-123.781053355999973,39.513341141000069,26.929077273385161
78,2,27,127.011798638812351,36,-123.781720581999991,39.512323727000080,-123.781131124999945,39.513372654000079,23.522461448971576
79,2,43,129.224401126413767,37,-123.781720581999991,39.512323727000080,-123.782814462999966,39.513121722000051,-46.716004489054164
80,2,22,131.410313108741661,38,-123.781720581999991,39.512323727000080,-123.780898230999981,39.513321319000056,32.558440052942260
81,2,28,136.389572665022911,39,-123.781720581999991,39.512323727000080,-123.781216732999951,39.513488541000072,18.523191951597028
82,2,25,137.043885704819530,40,-123.781720581999991,39.512323727000080,-123.780929363999974,39.513395184000046,29.768716036557937
83,2,21,140.146610207324557,41,-123.781720581999991,39.512323727000080,-123.780778614999974,39.513353792000032,35.310775044211567
84,2,26,141.956445358505732,42,-123.781720581999991,39.512323727000080,-123.781047664999960,39.513491259000034,24.057365469691270
85,3,4,10.327457644482038,1,-123.781582597999943,39.512277930000039,-123.781482132999940,39.512328889000059,56.781394761333424
86,3,2,12.909858996460887,2,-123.781582597999943,39.512277930000039,-123.781720581999991,39.512323727000080,-66.805315548039403
87,3,6,19.004710462741819,3,-123.781582597999943,39.512277930000039,-123.781658761999950,39.512438617000043,-20.160382916829867
88,3,1,21.031372507296535,4,-123.781582597999943,39.512277930000039,-123.781757849999963,39.512410051000074,-45.775498884235326
89,3,18,21.696293547016698,5,-123.781582597999943,39.512277930000039,-123.781350501999952,39.512201327000071,113.078704917452413
